"gene_id","gene_symbol","gene_name"
"MMT00038278","1500006O09Rik","RIKEN cDNA 1500006O09 gene"
"MMT00038284",NA,"gene model 1, (NCBI)"
"MMT00038286","Olfr1","olfactory receptor 1"
"MMT00038287","5930405J04Rik","RIKEN cDNA 5930405J04 gene"
"MMT00038299",NA,NA
"MMT00038301","Evi5","ecotropic viral integration site 5"
"MMT00038304","2400010D15Rik","RIKEN cDNA 2400010D15 gene"
"MMT00038309",NA,NA
"MMT00038310","D5Ertd689e","DNA segment, Chr 5, ERATO Doi 689, expressed"
"MMT00038312","2610036N15Rik","RIKEN cDNA 2610036N15 gene"
"MMT00038315","Siat8a","sialyltransferase 8 (alpha-2, 8-sialyltransferase) A"
"MMT00038317","Rangnrf",NA
"MMT00038324",NA,NA
"MMT00038325",NA,NA
"MMT00038326","Osm","oncostatin M"
"MMT00038327","4921509E05Rik","RIKEN cDNA 4921509E05 gene"
"MMT00038329","Gm1382","gene model 1382, (NCBI)"
"MMT00038330",NA,NA
"MMT00038337","2810431N21Rik","RIKEN cDNA 2810431N21 gene"
"MMT00038338","1110012D08Rik","RIKEN cDNA 1110012D08 gene"
"MMT00038339","E130309B19Rik","RIKEN cDNA E130309B19 gene"
"MMT00038340","Lama3","laminin, alpha 3"
"MMT00038343",NA,NA
"MMT00038347","2210415K24Rik","RIKEN cDNA 2210415K24 gene"
"MMT00038349",NA,"gene model 384, (NCBI)"
"MMT00038356","Ndufs4","NADH dehydrogenase (ubiquinone) Fe-S protein 4"
"MMT00038358","Vdp",NA
"MMT00038361","Tgfbr3","transforming growth factor, beta receptor III"
"MMT00038364","Prlpb","prolactin-like protein B"
"MMT00038374","Nxf7","nuclear RNA export factor 7"
"MMT00038375","AW146020","expressed sequence AW146020"
"MMT00038378","Selk",NA
"MMT00038380","Eif3s6","eukaryotic translation initiation factor 3, subunit 6"
"MMT00038384","Eef2","eukaryotic translation elongation factor 2"
"MMT00038385","Cryba4","crystallin, beta A4"
"MMT00038386","Psmd12","proteasome (prosome, macropain) 26S subunit, non-ATPase, 12"
"MMT00038389","Sara1","SAR1a gene homolog 1 (S. cerevisiae)"
"MMT00038391","Gpr83","G protein-coupled receptor 83"
"MMT00038393","Chd1l","chromodomain helicase DNA binding protein 1-like"
"MMT00038396","Bglap2","bone gamma-carboxyglutamate protein 2"
"MMT00038397","Cyp19a1","cytochrome P450, family 19, subfamily a, polypeptide 1"
"MMT00038398","4833412N02Rik","RIKEN cDNA 4833412N02 gene"
"MMT00038407",NA,NA
"MMT00038411","5832424M12",NA
"MMT00038421",NA,NA
"MMT00038424",NA,NA
"MMT00038429","3110079L04Rik","RIKEN cDNA 3110079L04 gene"
"MMT00038440","4930534P07Rik","RIKEN cDNA 4930534P07 gene"
"MMT00038444","Cd9","CD9 antigen"
"MMT00038445","1700001E16Rik","RIKEN cDNA 1700001E16 gene"
"MMT00038447","2610209M04Rik","RIKEN cDNA 2610209M04 gene"
"MMT00038448","4931414P19Rik","RIKEN cDNA 4931414P19 gene"
"MMT00038451","4930417G10Rik","RIKEN cDNA 4930417G10 gene"
"MMT00038454","2410005O16Rik","RIKEN cDNA 2410005O16 gene"
"MMT00038455","Mrpl52","mitochondrial ribosomal protein L52"
"MMT00038457",NA,NA
"MMT00038460",NA,"gene model 905, (NCBI)"
"MMT00038467",NA,NA
"MMT00038471","Art3","ADP-ribosyltransferase 3"
"MMT00038475","2900024P18Rik","RIKEN cDNA 2900024P18 gene"
"MMT00038477","Krt1-1","keratin complex 1, acidic, gene 1"
"MMT00038483",NA,NA
"MMT00038484","Tnpo1","transportin 1"
"MMT00038487","Nck2","non-catalytic region of tyrosine kinase adaptor protein 2"
"MMT00038488","Atp10a","ATPase, class V, type 10A"
"MMT00038489",NA,NA
"MMT00038492","Actb","actin, beta, cytoplasmic"
"MMT00038497","P2ry2","purinergic receptor P2Y, G-protein coupled 2"
"MMT00038501","Rchy1","ring finger and CHY zinc finger domain containing 1"
"MMT00038509","Taf13","TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
"MMT00038523",NA,"gene model 872, (NCBI)"
"MMT00038527","Reg3a","regenerating islet-derived 3 alpha"
"MMT00038528","Nek4","NIMA (never in mitosis gene a)-related expressed kinase 4"
"MMT00038530","Lgi1","leucine-rich repeat LGI family, member 1"
"MMT00038534",NA,NA
"MMT00038542",NA,NA
"MMT00038545",NA,NA
"MMT00038553","Rbm7","RNA binding motif protein 7"
"MMT00038557","Ap1s1","adaptor protein complex AP-1, sigma 1"
"MMT00038567","Ndn","necdin"
"MMT00038570","Slc29a3","solute carrier family 29 (nucleoside transporters), member 3"
"MMT00038594","Rs1h","retinoschisis 1 homolog (human)"
"MMT00038599","Pdgfd","platelet-derived growth factor, D polypeptide"
"MMT00038602","Zic5","zinc finger protein of the cerebellum 5"
"MMT00038617",NA,NA
"MMT00038618","Scrn2","secernin 2"
"MMT00038619","Zfp59","zinc finger protein 59"
"MMT00038621","Itga4","integrin alpha 4"
"MMT00038628","AI315068","expressed sequence AI315068"
"MMT00038636",NA,NA
"MMT00038638","Olfr689","olfactory receptor 689"
"MMT00038639","Mef2c","myocyte enhancer factor 2C"
"MMT00038649","Bcl3","B-cell leukemia/lymphoma 3"
"MMT00038653","Mrgprh","MAS-related GPR, member H"
"MMT00038654","Cdh13","cadherin 13"
"MMT00038668","Klc2","kinesin light chain 2"
"MMT00038680",NA,NA
"MMT00038681","Msh6","mutS homolog 6 (E. coli)"
"MMT00038687","Lamp1","lysosomal membrane glycoprotein 1"
"MMT00038691","Smad4","MAD homolog 4 (Drosophila)"
"MMT00038700","Hs1bp3",NA
"MMT00038709","1700020D05Rik","RIKEN cDNA 1700020D05 gene"
"MMT00038711","Gpsm2","G-protein signalling modulator 2 (AGS3-like, C. elegans)"
"MMT00038721","Gucy1a2","guanylate cyclase 1, soluble, alpha 2"
"MMT00038722","Fgfr1","fibroblast growth factor receptor 1"
"MMT00038731","Bnip3l","BCL2/adenovirus E1B 19kDa-interacting protein 3-like"
"MMT00038739","Casp9","caspase 9"
"MMT00038745","AI326876","expressed sequence AI326876"
"MMT00038747","9930021F22",NA
"MMT00038748",NA,NA
"MMT00038755","Man1b","mannosidase 1, beta"
"MMT00038763","Tcl1b1","T-cell leukemia/lymphoma 1B, 1"
"MMT00038766","V1rc29","vomeronasal 1 receptor, C29"
"MMT00038780","Cdh23","cadherin 23 (otocadherin)"
"MMT00038787",NA,NA
"MMT00038790","AW547186","expressed sequence AW547186"
"MMT00038793","Hmgb2l1","high mobility group box 2-like 1"
"MMT00038794","Ube2v2","ubiquitin-conjugating enzyme E2 variant 2"
"MMT00038795","9530011P19Rik","RIKEN cDNA 9530011P19 gene"
"MMT00038797","Pabpc4","poly A binding protein, cytoplasmic 4"
"MMT00038808","Csnk2a1","casein kinase II, alpha 1 polypeptide"
"MMT00038813",NA,NA
"MMT00038815","Gucy2f","guanylate cyclase 2f"
"MMT00038821","3000004N20Rik","RIKEN cDNA 3000004N20 gene"
"MMT00038823",NA,NA
"MMT00038826","1700123M08Rik","RIKEN cDNA 1700123M08 gene"
"MMT00038828","5330408M12Rik","RIKEN cDNA 5330408M12 gene"
"MMT00038830","4921504N20Rik","RIKEN cDNA 4921504N20 gene"
"MMT00038833","Trim28","tripartite motif protein 28"
"MMT00038844","A230042K10Rik","RIKEN cDNA A230042K10 gene"
"MMT00038850",NA,NA
"MMT00038851","Olfr1125","olfactory receptor 1125"
"MMT00038862","Edg8","endothelial differentiation, sphingolipid G-protein-coupled receptor, 8"
"MMT00038864","Rps16","ribosomal protein S16"
"MMT00038867","4921511I16Rik","RIKEN cDNA 4921511I16 gene"
"MMT00038868","Adrbk1","adrenergic receptor kinase, beta 1"
"MMT00038870",NA,NA
"MMT00038871","Spg4","spastic paraplegia 4 homolog (human)"
"MMT00038872",NA,"gene model 1024, (NCBI)"
"MMT00038877",NA,NA
"MMT00038878","2810036K01Rik","RIKEN cDNA 2810036K01 gene"
"MMT00038879","2310061C15Rik","RIKEN cDNA 2310061C15 gene"
"MMT00038880","Ncdn",NA
"MMT00038887","Hnrpa1","heterogeneous nuclear ribonucleoprotein A1"
"MMT00038889","Sult1d1","sulfotransferase family 1D, member 1"
"MMT00038892","1110049G11Rik","RIKEN cDNA 1110049G11 gene"
"MMT00038893","AI159731","expressed sequence AI159731"
"MMT00038895",NA,NA
"MMT00038899",NA,NA
"MMT00038902",NA,NA
"MMT00038903","6720489N17Rik","RIKEN cDNA 6720489N17 gene"
"MMT00038907","Zfp459","zinc inger protein 459"
"MMT00038910",NA,NA
"MMT00038915",NA,NA
"MMT00038916","Pom121","nuclear pore membrane protein 121"
"MMT00038919","D3Jfr1","DNA segment, Chr 3, MJeffers 1"
"MMT00038930","Pes1","pescadillo homolog 1, containing BRCT domain (zebrafish)"
"MMT00038931","Creld1","cysteine-rich with EGF-like domains 1"
"MMT00038933",NA,"gene model 1046, (NCBI)"
"MMT00038934","Ifitm2","interferon induced transmembrane protein 2"
"MMT00038937","Ppia","peptidylprolyl isomerase A"
"MMT00038941","4930542G03Rik","RIKEN cDNA 4930542G03 gene"
"MMT00038943","Pabpn1","poly(A) binding protein, nuclear 1"
"MMT00038945","Eml5","echinoderm microtubule associated protein like 5"
"MMT00038950","Wbscr24","Williams-Beuren syndrome chromosome region 24 homolog (human)"
"MMT00038956","Mmaa","methylmalonic aciduria (cobalamin deficiency) type A"
"MMT00038957","Yes","Yamaguchi sarcoma viral (v-yes) oncogene homolog"
"MMT00038970","Olfr829","olfactory receptor 829"
"MMT00038973","Olfr206","olfactory receptor 206"
"MMT00038974","Hirip5","histone cell cycle regulation defective interacting protein 5"
"MMT00038977","Napsa","napsin A aspartic peptidase"
"MMT00038982","Rbm9","RNA binding motif protein 9"
"MMT00038983","Zfp406","zinc finger protein 406"
"MMT00038985","Enpp6","ectonucleotide pyrophosphatase/phosphodiesterase 6"
"MMT00038986",NA,NA
"MMT00038987","Pcnp",NA
"MMT00038991",NA,NA
"MMT00038995",NA,NA
"MMT00039002","D030016E14Rik","RIKEN cDNA D030016E14 gene"
"MMT00039003","Ifna11","interferon alpha family, gene 11"
"MMT00039004","1700011A15Rik","RIKEN cDNA 1700011A15 gene"
"MMT00039006","Surf2","surfeit gene 2"
"MMT00039010","BC065120","cDNA sequence BC065120"
"MMT00039012","5930437A14Rik","RIKEN cDNA 5930437A14 gene"
"MMT00039017","2700087I09Rik","RIKEN cDNA 2700087I09 gene"
"MMT00039019",NA,NA
"MMT00039020","Nme7","non-metastatic cells 7, protein expressed in"
"MMT00039021","C130052G03Rik","RIKEN cDNA C130052G03 gene"
"MMT00039026","BC003236","cDNA sequence BC003236"
"MMT00039035","6430401A05Rik","RIKEN cDNA 6430401A05 gene"
"MMT00039036","Adora2b","adenosine A2b receptor"
"MMT00039037","1700008I05Rik","RIKEN cDNA 1700008I05 gene"
"MMT00039040","2810413N20Rik","RIKEN cDNA 2810413N20 gene"
"MMT00039046","D11Ertd530e","DNA segment, Chr 11, ERATO Doi 530, expressed"
"MMT00039052","Cog8","component of oligomeric golgi complex 8"
"MMT00039054","5930437A14Rik","RIKEN cDNA 5930437A14 gene"
"MMT00039057","1700129I15Rik","RIKEN cDNA 1700129I15 gene"
"MMT00039058","8430438D04Rik","RIKEN cDNA 8430438D04 gene"
"MMT00039069","6030446N20Rik","RIKEN cDNA 6030446N20 gene"
"MMT00039070","Ptcd2","pentatricopeptide repeat domain 2"
"MMT00039071","Olfr577","olfactory receptor 577"
"MMT00039073","1110018P05Rik","RIKEN cDNA 1110018P05 gene"
"MMT00039076","5730412P04Rik","RIKEN cDNA 5730412P04 gene"
"MMT00039078","Adprtl2","ADP-ribosyltransferase (NAD+, poly(ADP-ribose) polymerase)-like 2"
"MMT00039079","4930500O09Rik","RIKEN cDNA 4930500O09 gene"
"MMT00039082",NA,NA
"MMT00039086",NA,NA
"MMT00039088","Ankrd29","ankyrin repeat domain 29"
"MMT00039091","Mrps27","mitochondrial ribosomal protein S27"
"MMT00039094","2310033P09Rik","RIKEN cDNA 2310033P09 gene"
"MMT00039099","6230416J20Rik","RIKEN cDNA 6230416J20 gene"
"MMT00039105","G3bp",NA
"MMT00039117","9930104E21Rik","RIKEN cDNA 9930104E21 gene"
"MMT00039126","Acadm","acetyl-Coenzyme A dehydrogenase, medium chain"
"MMT00039136","Sfrs9","splicing factor, arginine/serine rich 9"
"MMT00039138","Lmo2","LIM domain only 2"
"MMT00039140","1110055J05Rik","RIKEN cDNA 1110055J05 gene"
"MMT00039146","Nfkb2","nuclear factor of kappa light polypeptide gene enhancer in B-cells 2, p49/p100"
"MMT00039147","4930457P18Rik","RIKEN cDNA 4930457P18 gene"
"MMT00039162","Acadl","acetyl-Coenzyme A dehydrogenase, long-chain"
"MMT00039171","Slc4a8","solute carrier family 4 (anion exchanger), member 8"
"MMT00039174","Brd2","bromodomain containing 2"
"MMT00039182","Txk","TXK tyrosine kinase"
"MMT00039183","Akap12","A kinase (PRKA) anchor protein (gravin) 12"
"MMT00039202","2410195B05Rik","RIKEN cDNA 2410195B05 gene"
"MMT00039211","Pgam1","phosphoglycerate mutase 1"
"MMT00039224","Gprc5c","G protein-coupled receptor, family C, group 5, member C"
"MMT00039227","Hspa14","heat shock 70kDa protein 14"
"MMT00039252","Eif3s1","eukaryotic translation initiation factor 3, subunit 1 alpha"
"MMT00039254","Alox12","arachidonate 12-lipoxygenase"
"MMT00039265","Pdc","phosducin"
"MMT00039267","4930403J22Rik","RIKEN cDNA 4930403J22 gene"
"MMT00039277","1300006C06Rik","RIKEN cDNA 1300006C06 gene"
"MMT00039283","Pmp22","peripheral myelin protein"
"MMT00039288","Itgb5","integrin beta 5"
"MMT00039291","BB014433","expressed sequence BB014433"
"MMT00039295","Slc34a2","solute carrier family 34 (sodium phosphate), member 2"
"MMT00039302","Satb1","special AT-rich sequence binding protein 1"
"MMT00039303","Zfp37","zinc finger protein 37"
"MMT00039307","Htr2c","5-hydroxytryptamine (serotonin) receptor 2C"
"MMT00039311","Mpp4","membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)"
"MMT00039318","Krt2-1","keratin complex 2, basic, gene 1"
"MMT00039321","Fhl5","four and a half LIM domains 5"
"MMT00039326","Foxg1","forkhead box G1"
"MMT00039338","Cdx1","caudal type homeo box 1"
"MMT00039341","Rps27a","ribosomal protein S27a"
"MMT00039351","Fgfbp1","fibroblast growth factor binding protein 1"
"MMT00039352","Hivep3","human immunodeficiency virus type I enhancer binding protein 3"
"MMT00039353","Prkcsh","protein kinase C substrate 80K-H"
"MMT00039361","Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
"MMT00039362","4930573O21Rik","RIKEN cDNA 4930573O21 gene"
"MMT00039369",NA,NA
"MMT00039375","Itpr3","inositol 1,4,5-triphosphate receptor 3"
"MMT00039377","A630047E20Rik","RIKEN cDNA A630047E20 gene"
"MMT00039383","Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
"MMT00039388",NA,NA
"MMT00039391","Cftr","cystic fibrosis transmembrane conductance regulator homolog"
"MMT00039396","Gnpnat1","glucosamine-phosphate N-acetyltransferase 1"
"MMT00039401","D14Ertd226e","DNA segment, Chr 14, ERATO Doi 226, expressed"
"MMT00039410","Slc24a3","solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
"MMT00039414","Pnpt1","polyribonucleotide nucleotidyltransferase 1"
"MMT00039422","Tuba4","tubulin, alpha 4"
"MMT00039426","Zp3","zona pellucida glycoprotein 3"
"MMT00039435","Irak2","interleukin-1 receptor-associated kinase 2"
"MMT00039441","Akap3","A kinase (PRKA) anchor protein 3"
"MMT00039443","Mrpl18","mitochondrial ribosomal protein L18"
"MMT00039450","2010003K11Rik","RIKEN cDNA 2010003K11 gene"
"MMT00039454","4931428D14Rik","RIKEN cDNA 4931428D14 gene"
"MMT00039455","Igbp1","immunoglobulin (CD79A) binding protein 1"
"MMT00039457","2600017H08Rik","RIKEN cDNA 2600017H08 gene"
"MMT00039459","Fsp27","fat specific gene 27"
"MMT00039461","Zdhhc16","zinc finger, DHHC domain containing 16"
"MMT00039464","Col7a1","procollagen, type VII, alpha 1"
"MMT00039465","Clca2","chloride channel calcium activated 2"
"MMT00039475","Lrfn4","leucine rich repeat and fibronectin type III domain containing 4"
"MMT00039476","Rps2","ribosomal protein S2"
"MMT00039478","Zfh4",NA
"MMT00039479","Nme6","expressed in non-metastatic cells 6, protein"
"MMT00039485","Pcoln3","procollagen (type III) N-endopeptidase"
"MMT00039495",NA,NA
"MMT00039496","1700034F02Rik","RIKEN cDNA 1700034F02 gene"
"MMT00039500","2310033K02Rik","RIKEN cDNA 2310033K02 gene"
"MMT00039501","AI646012","expressed sequence AI646012"
"MMT00039503","Vps35","vacuolar protein sorting 35"
"MMT00039513",NA,NA
"MMT00039516",NA,NA
"MMT00039518","A630052C17Rik","RIKEN cDNA A630052C17 gene"
"MMT00039529","Ndufb3","NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3"
"MMT00039531","Rpl8","ribosomal protein L8"
"MMT00039532","Bbs1","Bardet-Biedl syndrome 1 homolog (human)"
"MMT00039534","Tbc1d13","TBC1 domain family, member 13"
"MMT00039537","4930441O14Rik","RIKEN cDNA 4930441O14 gene"
"MMT00039545",NA,NA
"MMT00039548","Ipo11","importin 11"
"MMT00039551","Smc6l1","SMC6 structural maintenance of chromosomes 6-like 1 (yeast)"
"MMT00039553","9930116P15Rik","RIKEN cDNA 9930116P15 gene"
"MMT00039555","Mynn","myoneurin"
"MMT00039556","4933409N07Rik","RIKEN cDNA 4933409N07 gene"
"MMT00039557","Elovl5","ELOVL family member 5, elongation of long chain fatty acids (yeast)"
"MMT00039559",NA,NA
"MMT00039561","Tigd2","tigger transposable element derived 2"
"MMT00039562","3000002C10Rik","RIKEN cDNA 3000002C10 gene"
"MMT00039566",NA,NA
"MMT00039567","C730021L23",NA
"MMT00039573","Tfap4","transcription factor AP-4 (activating enhancer-binding protein 4)"
"MMT00039576","A730072L08Rik","RIKEN cDNA A730072L08 gene"
"MMT00039578","Dock8","dedicator of cytokinesis 8"
"MMT00039579","Psg16","pregnancy specific glycoprotein 16"
"MMT00039581","BC016198","cDNA sequence BC016198"
"MMT00039583","2410166I05Rik","RIKEN cDNA 2410166I05 gene"
"MMT00039585","Tac2","tachykinin 2"
"MMT00039586",NA,NA
"MMT00039588","E230019M04",NA
"MMT00039589","2310047A01Rik","RIKEN cDNA 2310047A01 gene"
"MMT00039592",NA,NA
"MMT00039595","LOC382109",NA
"MMT00039598","Zfp216","zinc finger protein 216"
"MMT00039602","C230086A09Rik","RIKEN cDNA C230086A09 gene"
"MMT00039606","Barx1","BarH-like homeobox 1"
"MMT00039607","Anxa11","annexin A11"
"MMT00039612",NA,NA
"MMT00039613","LOC382105",NA
"MMT00039615","B230384L07",NA
"MMT00039621","Bmp8a","bone morphogenetic protein 8a"
"MMT00039625",NA,"gene model 354, (NCBI)"
"MMT00039630","Syn3","synapsin III"
"MMT00039631",NA,NA
"MMT00039632","5630401M14Rik","RIKEN cDNA 5630401M14 gene"
"MMT00039633","Atp5k","ATP synthase, H+ transporting, mitochondrial F1F0 complex, subunit e"
"MMT00039635","Pbp","phosphatidylethanolamine binding protein"
"MMT00039641","Olfr1123","olfactory receptor 1123"
"MMT00039646","Hdlbp","high density lipoprotein (HDL) binding protein"
"MMT00039653","Gpr73","G protein-coupled receptor 73"
"MMT00039657","Slc7a1","solute carrier family 7 (cationic amino acid transporter, y+ system), member 1"
"MMT00039658","Gpr44","G protein-coupled receptor 44"
"MMT00039659","Accn1","amiloride-sensitive cation channel 1, neuronal (degenerin)"
"MMT00039662","Sod1","superoxide dismutase 1, soluble"
"MMT00039663","D330045A20Rik","RIKEN cDNA D330045A20 gene"
"MMT00039666",NA,NA
"MMT00039670","Lctl","lactase-like"
"MMT00039674","Gnai2","guanine nucleotide binding protein, alpha inhibiting 2"
"MMT00039675","Neto1","neuropilin (NRP) and tolloid (TLL)-like 1"
"MMT00039676",NA,NA
"MMT00039681",NA,NA
"MMT00039685",NA,NA
"MMT00039686",NA,NA
"MMT00039688",NA,"gene model 719, (NCBI)"
"MMT00039692","Tcfcp2","transcription factor CP2"
"MMT00039700","Olfr1280","olfactory receptor 1280"
"MMT00039701","Vcam1","vascular cell adhesion molecule 1"
"MMT00039702","Crry","complement receptor related protein"
"MMT00039705","Olfr1403","olfactory receptor 1403"
"MMT00039706",NA,NA
"MMT00039710",NA,NA
"MMT00039718","1810034K20Rik","RIKEN cDNA 1810034K20 gene"
"MMT00039721","Sult1e1","sulfotransferase family 1E, member 1"
"MMT00039723","Bnip2","BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP2"
"MMT00039724","Isp2",NA
"MMT00039725","E430004N04Rik","RIKEN cDNA E430004N04 gene"
"MMT00039736","Ppan","peter pan homolog (Drosophila)"
"MMT00039738",NA,NA
"MMT00039746","Phf10","PHD finger protein 10"
"MMT00039747","6330407J23Rik","RIKEN cDNA 6330407J23 gene"
"MMT00039749","1500005J14Rik","RIKEN cDNA 1500005J14 gene"
"MMT00039750","9230112K08Rik","RIKEN cDNA 9230112K08 gene"
"MMT00039757","Ptpla","protein tyrosine phosphatase-like (proline instead of catalytic arginine), member a"
"MMT00039760","Cyp20a1","cytochrome P450, family 20, subfamily A, polypeptide 1"
"MMT00039762",NA,"gene model 1001, (NCBI)"
"MMT00039764","Timp3","tissue inhibitor of metalloproteinase 3"
"MMT00039765","Papd4","PAP associated domain containing 4"
"MMT00039767","9330159F19Rik","RIKEN cDNA 9330159F19 gene"
"MMT00039769","Ptges2","prostaglandin E synthase 2"
"MMT00039773","4930519F09Rik","RIKEN cDNA 4930519F09 gene"
"MMT00039774",NA,NA
"MMT00039777","Tbc1d8","TBC1 domain family, member 8"
"MMT00039783",NA,"gene model 1850, (NCBI)"
"MMT00039785","Gypc","glycophorin C"
"MMT00039788","Nexn","nexilin"
"MMT00039789","2310079P10Rik","RIKEN cDNA 2310079P10 gene"
"MMT00039793",NA,NA
"MMT00039799","Vax1","ventral anterior homeobox containing gene 1"
"MMT00039800","3110037I16Rik","RIKEN cDNA 3110037I16 gene"
